UPC,Winery,Wine,Varietal,Region,Year,Price,Quantity,Rating,URL,Notes,Size
686631081009,Sunstone,EROS,Red Wine,South Coast,1999,$30,,,,,750ml
687194000117,Peju Province,Estate Bottled,Cabernet Franc,Napa,2001,75,,,,,750ml
687194000131,Peju,Napa Valley,Syrah,Napa,2000,32,,,,,750ml
687194000216,Peju Province Winery,Estate Bottled Cabernet Franc,Cabernet Franc,Napa,2001,35,,,www.peju.com,from 350 acre estate vineyard Persephone Ranch,750ml
687194000414,Peju,Estate Bottled,Cabernet Sauvignon,Napa,,,,,,,750ml
687194000513,Peju,Reserve,Cabernet Sauvignon,Napa,2000,85,,,,,750ml
687194001114,Peju ,Estate Bottled,Merlot,Napa,2000,40,,,,,750ml
687194010512,Peju,Reserve,Cabernet Sauvignon,Napa,2001,85,,,,,750ml
687194020115,Peju,Cabernet Franc,Cab Franc,Napa,2002,,,,,,750ml
687194021518,Peju Province,Reserve,Zinfandel,Napa,2002,45,,,,,750ml
687194071216,Peju,Provence,Red Wine,Napa,,,,,,Serve chilled,750ml
687194970410,Peju,Estate Bottled,Cabernet Sauvignon,Napa,1998,35,,,,,750ml
687194970519,Peju,Reserve Estate Bottled,Cabernet Sauvignon,Napa,1998,85,,,,,750ml
687194990111,Peju,Estate Bottled Cabernet Franc Reserve,Cabernet Franc Reserve,Napa - Rutherford,1999,55,,,www.peju.com,,750ml
687194990210,Peju,Estate Bottled Cabernet Franc,Cabernet Franc,Napa,1999,,,,www.peju.com,,750ml
687194990517,Peju,Reserve Estate Bottled,Cabernet Sauvignon,Napa,1999,85,,,,,750ml
687194991118,Peju,Estate Bottled Merlot,Merlot,Napa,1999,35.00,,82 WS,www.peju.com,,750ml
687194991316,Peju,Estate Bottled Syrah,Syrah,Napa,1999,,,,www.peju.com,,750ml
687194991613,Peju Province,Estate Bottled Merlot,Merlot,Napa,1999,55.00,,,http://www.peju.com,,750ml
687303010143,Geoff M Hardy,The vineyard Series,Meritage Blend,Australia,2001,11.58,,,,,750ml
687679626924,Fife,Max Cuvee,Zinfandel,Napa,1999,34.95,,,,,
687679726921,Fife,L'attitude 39,Rhone,Mendocino,1999,23,,94 we,,,750ml
687679960028,Fife,old vines zinfandel,zinfandel,Napa - Chiles Valley,2000 ,19.00,,86,,"This is a big Zin which shows tons of spice, jam, ripe raspberries. Zinfandel as the classic comfort wine. A cross between blueberry and blackberry pie with zinfandel’s traditional briary note. For a wine with loads of fruit, it possesses an impressive structure..",
687679963920,Fife,Dalraddy Vineyard Zinfandel,Zinfandel,Napa - Chiles Valley,1999,,,,,,750ml
687679966020,Fife,Mendocino Uplands Zinfandel,Zinfandel,Mendocino/Lake,2000,,,,http://www.fifevineyards.com,,750ml
687679966129,Fife,Fife 2001 Mendocino Uplands Zinfandel,Zinfandel,Mendocino/Lake,2001,12.59,,,,,750ml
687679966921,Fife,Mendocino Zinfandel,Zinfandel,Mendocino/Lake,1999,$17,,,http://www.fifevineyards.com,,750ml
687679967027,Fife,redhead vineyard zinfandel estate grown,zinfandel,mendocino,2000,23.99,,,,"An explosion of flavors—intense berry, black plum, spices and white pepper. With concentration and power typical of our benchland fruit, this wine’s rich, mouthfilling texture lasts and lasts. Just when you think you know the wine, a bite of food brings out a whole new blast of flavor. Given its balance and intensity, we think vintage 2000 merits cellaring for up to ten years—if you can resist this Redhead’s sassy, upfront charm.  more delicate of the bunch and unusual in that citric notes accompany the forward fruit of cherry and raspberry. Subtle, but with attitude--perfect for summer barbecues",
687679969021,Fife - Whaler ineyard,,Zinfandel,Mendocino/Lake,2000,,,,,,750ml
687679969120,Fife Vineyards,Whaler Vineyard,Zinfandel,Mendocino,2001,,,,,,
687874442725,Martha Calra,Champenoise Brut,Sparkling Wine,Long Island,,10.,,,,,
688363011002,Sonoma-Loeb,Private Reserve,Chardonnay,Sonoma,2000,24.99,,,,,750ml
688438000078,Casa Silva,,Sauvignon Gris,Chile - Rapel - Colchagua Valley,2000,$12.95 (CDN),,86 (WS - 2001 Vintage),,"This rare grape is a mutation of Sauvignon Blanc. On the nose, it tends to be much more aromatic than Sauvignon Blanc, and on the palate it exhibits a charming spiciness. Chilean Sommelier Héctor Vergara suggests matching this Sauvignon Gris with delicately flavoured fish, lobster or a seafood risotto.  Vintages tasting note: Pale straw/platinum colour with aromas of pear, fennel, citrus and straw. Dry, excellent pear/fennel replays. Gentle crispness keeps the wine balanced. Medium body and finish. (Source:  Vintages, March 2002).  Comments on 2001 vintage:  Distinctive sweet pea, chive and white peach flavors are bright and tangy, with a chalky finish. Has character. Drink now. 3,000 cases made.   (Source:  Wine Spectator, October 15, 2002).",500ml
688438000252,Casa Silva,,Carmenere,Chile - Rapel - Colchagua Valley,,,,,,,
688589000156,Shelton Vineyards,Estate Bottled Yadkin Valley,Cabernet Sauvignon,North Carolina,2004,,,,,,
688589000248,Shelton Vineyards,Viognier,Viognier,United States,2002,,,,,,
688589000415,Shelton Vineyards,Madison Lee White,White Wine,North Carolina,NV,,,,,,750ml
689076004428,R&B Cellars  ,Swingsville,Zinfandel,California ,2003,11.00,,,,,750ml
689076024099,Troon Vineyard,Druid's Fluids,Meritage,Oregon - Applegate Valley,2005,$19.50,,,,,
689076216494,Birdstone Winery,Muscat Canelli,White Wine,"Madera, CA",2005,25.00,,,,,750ml
689076327749,Thornton,Cabernet Sauvignon,Cabernet Sauvignon,Temecula Valley,2004,32,,,,"is massive wine has flavors of cherry, cassis and black currant that seem to fight for the palate’s attention. Scents of dill, sage and sweet tobacco excite the senses, while exhibiting a bold mouth feel backed by firm, yet refined tannins and perfectly balanced acidity. Ending with flavors of oak and vanilla, this wine has it all.",750ml
689076328142,Thornton,Late Harvest Zinfandel,Dessert Wine,Temecula Valley,2004,18,,,,"Not every vintage is ideal to make a late harvest style wine because you really need the perfect ripening conditions to remain at length until the fruit is at its optimum sugar level, about 36 brix. Fortunately, 2004 was such a year. This special wine is made entirely from Zinfandel grapes left to hang until just before the first rains begin to fall. It is a uniquely viscous monster with ultra-ripe dusty blackberry and peppery aromas that emanate from the glass. Mouth coating flavors of blueberry, rich white chocolate and gooseberry are framed by a silky, velvety backbone. Ending with lingering spice and vanilla-berry. This handcrafted Late Harvest Zinfandel will surely have people praying to Mother Nature for the next perfect vintage!",375ml
689076424561,Leona Valley Winery,Fault Line California Cabernet Sauvignon,Cabernet Sauvignon,California,2005,$18,,,www.leonavalleywinery.com,,750ml
689076560191,CLOUD 9,,Zinfandel,Napa,2005,35.06,,,,,750ml
689076617338,Birdstone Winery,Tinta Madeira Port,Port,Sierra Foothills,1997,,,,,,375ml
689076617734,Birdstone Winery,Barbera,Barbera,"Madera, CA",2005,,,,,,750ml
689076811422,Helyos,Helyos,Dessert Wine,Languedoc-Roussillon,2002,43.37,,95 WA,,"This wine is made by the brilliant Libourne/St.-Emilion doctor and château owner, Dr. Alain Raynaud. This is his first venture in southern France, and the results are very impressive. This offering is personally made by Dr. Raynaud from vineyards owned by Cave de l'Abbé Rous. As of May, 2004, there is no American importer, probably because Banyuls is not a household name for most American wine consumers, which is a shame.",750ml
689076825993,Melipal,,Malbec,Argentina,2005,18.99,,,,,750ml
689076827898,Altocedro,Altocedro Malbec La Consulta - Mendoza,Malbec,Argentina,2003,,,,,,
689076865852,Phoenix Vineyards,Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,Napa,2007,18.99,,92,,,750ml
689076865951,Phoenix Vinyards,Rancho Napa,Red Wine,Napa,2007,,,,,,750ml
689076931854,Four Lakes,TNT,Red Wine,"Chelan Valley, Washington",2008,,,,,Bordeaux Style Blend,750ml
689148118008,Bodegas Palacio,Cosme Palacio y Hermanos Consecha,Rioja,Rioja,2002,,,,,,
689148123002,Bodegas Palacio,Glorioso Crianza,Tempranillo,Rioja,2001,12.00,,,,,750ml
689192021071,Domaine Serene,,Syrah,United States,2002,40,,,,,750ml
689192030271,Domaine Serene,Evenstad Reserve,Pinot Noir,Oregon,2003,50,,,,,750ml
689192031773,Domaine Serene,,Pinot Noir,United States,2003,75,,,,,750ml
689352009611,Kim Crawford,Marlborough Sauvingnon Blanc,Sauvignon Blanc,New Zealand,2001,16.49,,,,,750ml
689352009628,Kim Crawford,Unoaked Marlborough,Chardonnay,New Zealand,2001,14.50,,,,,750ml
689352009635,Kim Crawford,Tietjen Gisborne Chardonnay,*Chardonnay,New Zealand,2000,11.00,,,,,750ml
689352009666,Kim Crawford,Marlborough Dry Riesling,Riesling,New Zealand,2000,,,,,,
689352009680,Kim Crawford,Marlborough Pinot Noir,Pinot Noir,New Zealand,2004,12.99,,,,,
689352009727,Kim Crawford,Marlborough Pinot Gris,Pinot Gris,New Zealand,2006,,,,,,750ml
689486000041,,Bush Bike 70% Merlot 30% Shiraz,Merlot-Shiraz,Australia,2003,,,,,World Market,
689486000249,Plantagenet Wines,Omrah,Syrah,Australia,2001,14,,,,,
689486010217,Hazard Hill,,Semillon Sauvignon Blanc,Australia,2008,$11.39,,,,,750ml
689696100012,Teatown Cellars,Teatown Cellars,Chardonnay,Napa,1998,,,,,,750ml
689696100067,Teatown Cellars,Napa Valley Merlot,Merlot,Napa,2001,16,,,,,
689806015304,Chante Cigale,,Rhone,Chateauneuf-du-Pape,1999,30.00,,,,,
689924240008,Diablo Grande Vineyards,Desire,,,2000,,,,,,750ml
689927000890,Etienne Rodier,Beaujolais Villages,Beaujolais,Beaujolais,2005,,,,,,750ml
689969000001,Paringa,Individual Vineyards Shiraz,Shiraz,Australia - South,2002,8.00,,8,,,750ml
689969000018,Paringa,Merlot,Merlot,Australia,2002,7.99,,,,best under $10 merlot in the world,750ml
689969000025,Paringa,Cabernet Sauvignon,Cabernet Sauvignon,Australia,2002,9.00,,,,,750ml
689969000056,Paringa,Paringa Individual Vineyard Shiraz,Shiraz,Australia,2003,11.00,,,,,750ml
689969000094,Paringa,Paringa Chardonnay/Semillon/Savignon Blanc,Chardonnay/Semillon/Savignon Blanc,Australia,2004,9.99,,,www.gratefulpalate.com,13.0% ALC BY VOL,
689969320000,Paringa,Individual Vineyard,Cabernet Sauvignon,Australia,2000,,,,,,750ml
689969320017,Paringa,Shiraz South Australia Individual Vineyard,Shiraz,Australia,2001,11,,90,,,750ml
690171001038,Domaine de la Terre Rouge,Enigma,Marsanne 50%/Voignier 25%/Roussanne 25%,California,2003,,,,,,750ml
690171001052,Domaine de la Terre Rouge,Terre Rouge Mourvedre,Mourvedre,Sierra Foothills,2001,22.00,,,www.terrerougewines.com,,750ml
690171001069,Domaine De la Terra Rouge ,Terra Rouge Syrah,Syrah,Sierra Foothills,1999,,,,www.terrarougewines.com,,750ml
690171001076,Terre Rouge,Terre Rouge Noir,Pinot Noir Blend,Sierra Foothills,1998,,,,,,750ml
690171101035,Easton,Easton Zinfandel,Zinfandel,Sierra Foothills,1998,,,,www.eastonwines.com,,750ml
690171101042,Easton,,Zinfandel,California,2003,,,,,,750ml
690171101080,,Easton Amador County,Zinfandel,California,2001,15.99,,,,,750ml
690224123465,Consilience,,Port,Santa Barbara,2002,,,,,,375ml
690224123489,Consilience,,Petite Sirah,Bay Area/Central Coast,2003,16.99,,,,,750ml
690224123496,Rhoades Vineyard,Consilience,Zinfandel,California,1999,23.99,,,,,750ml
690224123502,consilience,,Viognier,California,2004,,,,,,750ml
690224123564,Consilience,,Syrah,California,2002,,,,,,750ml
690300550437,Craggy Range,Le Sol,Syrah,New Zealand,2004,77.00,,,,,750ml
690300550451,Wild Rock,Pinot Noir,Pinot Noir,New Zealand,2007,20,,,,"""Medium blackish-red in colour. The vibrant aromas are of red berries, cranberry and floral notes with a background of savoury dried herbs and wild thyme. The palate is complex and elegant with raspberry, boysenberry and cherry fruit characters with a rich savoury undertone. Fine sandy tannins and supporting acidity draw the wine into a long, bright finish.""",
690300550741,Wild Rock,The Infamous Goose,Sauvignon Blanc,New Zealand,2006,7,,87,,"Lively and bright, with very good intensity to the tangy lemon-lime, crushed stone and grass undertones. Drink now. 7,500 cases imported.",
690300551021,Wild Rock,,Sauvignon Blanc,New Zealand,2008,,,,,,
690300551397,Wild Rock,Infamour Goose,Sauvignon Blanc,New Zealand,2009,,,,,,
690304750161,Sensi,Cupido,Sangiovese,Tuscany,2000,,,,,from Cipriano's,750ml
690304750604,Sensi,Boscoselvo,Brunello Di Montalcino,Tuscany,2000,,,,,,750ml
690560000093,Fresno State Winery,Fresno State California Syrah,"Syrah, California",California,2000,,,,,,750ml
690560000208,Fresno State Winery,"Duarte Vineyard, San Joaquin County ",Sangiovese,"California, Fresno County ",2008,gift,,,,"Our 2008 Sangiovese, like its Italian counterparts, is a medium-bodies red table wine. Abundant cherry and cranberry flavors originating from fully-ripened fruit are balanced by soft vanilla and cinnamon notes from oak aging. A perfect complement to any meal, ours pairs nicely with red and white meat entrees. ",750ml
690560000666,Fresno State Winery,,Rose,California,2004,,,,,,750ml
690584301406,Kavaklidere,Angora,Red Wine,Greece,2008,3.99,,,,Greek holiday wine,750ml
690604000041,Michel Gassier,Cuvee Joseph Torres,Syrah,France,2001,22,,,,"Energetic and switched on, Michel Gassier has been a positive driving force in the fringe Rhône area of Costières de Nîmes. His 100ha domaine … turns out stylish, well-structured wines capable of showing two phases – springy, warm fruit, then more variety of cooked flavours, leather and spice if left to age for 4-5 years. The pure Syrah Joseph Torres is young, oak-raised for a year, a dark wine with roasted, intense black fruits, and likely to live 10 years. (John Livingstone Learmonth, Decanter, Feb. 11, 2004)",750ml
690604000164,Michel Gassier,Les Piliers Cabernet Sauvignon,Cabernet Sauvignon,France,2001,$18,,89,,,750ml
690604000270,Michel Gassier,Les Piliers,Syrah,France,2004,,,,,,750ml
690711000521,Chateau Magdelane,,Bordeaux,Saint-Emilion Bordeaux,2001,,,,,,750ml
690711000538,Chateau Fonplegade,,,Saint-Emilion Bordeaux,2001,28,,,,,
690726103002,Casa Rondena Winery,Meritage White,Sauvignon Blanc,New Mexico,2006,25,,,,,750ml
690726108007,Casa Rondena,Meritage,Cabernet Sauvignon Blend,United States,2002,20,,,,Gary says this is pretty good.  Winery is in the north valley,750ml
690973191906,Adegas Galegas,Don Pedro De Soutomaior Neve,Albarino ,Spain Rias Baxas,2003,,,,,,750ml
691136111120,Marlborough,Saint Clair,Sauvignon Blanc,New Zealand,2001,9.60,,,,,750ml
691136111182,Saint Clair - Marlborough,Doctor's Creek Reserve,Pinot Noir,New Zealand,2006,,,,,,750ml
691136111328,Saint Clair,Pioneer Block One Foundation,Sauvignon Blanc,New Zealand,2007,26 (10),,WS91,,,
691303154721,Philip Staley Vineyards,Philip Staley,Syrah,Russian River Valley,2000,,,,,,750ml
691303154769,Philip Staley,Russian River Valley,Viognier,Sonoma,2003,11.99,,,,,
691645000151,Spann Vineyards,Spann Vineyards Syrah,Syrah,Russian River Valley,2003,,,,,,750ml
691645003015,Spann Vineyards,Recovery Red,Red Wine,California,NV,,,,,,
691652072011,Rideau,,Nebbiolo,Bay Area/Central Coast,2001,,,,,,
691873003078,San Juan,,Rose,United States,2004,,,,,,
691873010076,San Juan,,Merlot,United States,2002,,,,,,750ml
691912007111,Grove Street,,Red Wine,Sonoma,,12.99,,,,,
691912101114,Grove Street,Grove Street Sonoma Valley Cabernet Sauvignon,Cabernet Sauvignon,Sonoma,2004,8.99,,,,,750ml
691912129110,Grove Street,Meritage,,Sonoma,,9.99,,,,,
6921083300136,Harmonic de Gascogne,domaine De Pellehaut,,France,2003,,,,,,
692108330136,Harmonic de Gascogne,Chateau la Coustarelle,Malbec,France,2001,14.00,,,,,750ml
692193000136,Pasek Cellars,Syrah Port,Port,Washington,NV,?? LaConnor,,,,,500ml
692570000315,,Alandra,Red Wine,Portugal,,,,,,,750ml
692570003125,Barros,Porto,Red Wine,Portugal,1997,,,,,Had for Kits BDay with with David Glass Ultimate Chocolate Expresso Cake,750ml
692743004089,Lanson,Brut Rose,Champagne,"Reims, France",NV,$40,,92 WS,,"A serious rose, with lots of Pinot Noir character that almost makes it seem more of a wine than a bubbly. Pale coral in color, with cherry, spice and subtle toast-earth flavors that are focused and well integrated.",750ml
693784021011,Lencioni Vineyard,Camellia Cellars Cabernet Sauvignon,Cabernet Sauvignon,Sonoma,2002,,,,,,750ml
694126971414,Meredith Merlo,Meredith Merlo Trinity County,Merlot,California,1997,8.45,,,,,750ml
694126971513,Meredith Merlo,Meredith Merlo Trinity County,Cabernet Sauvignon,California,1997,17.00,,,,,750ml
695162006030,Cascina Ca'Rossa,Birbet,Red Wine,Italy,2003,,,,,,
695162007020,Cascina Val del Prete,Carolina,Barbera,Barolo,2005,37.99,,,http://www.vinitywinecompany.com/Producers/Wines/Val%20del%20Prete%20Barbera%20Carolina.htm,"The Barbera variety's origins are extremely ancient but the first documents in which it is cited date to only several centuries ago. In fact, the first formal citation of Barbera appears in a document of the 17th century that is nowpreserved in the city hall of Nizza Monferrato. And it was first officially mentioned in 1798 when Count Nuvolone, deputy director of the agrarian society of Turin, drew up the first ampelography of the varieties cultivated in the vineyards of Piedmont. ""Il"" or ""la"" Barbera, as it was traditionally called by Piedmontese farmers, whose brusk and unassuming character is precisely the same as that of this frank and robust red, is one of the wines best known and appreciated throughout Italy for its generosity and strength. A. Strucchi, a noted Italian enologist, observed at the end of the last century, that ""when Barbera wine has attained five or six years of age, it is as suitable for consumption with roasted meats as Barolo and is often preferred by many to the more famous wine.''",750ml
695162007037,Azienda Agricola Caprili,Vigna di Lino,Nebbiolo,Tuscany,2000,25,,,,Wine Club,
695162018972,Accordini/Stefano,Valpolicella Classico ,Red Wine,Italy,2003,10,,,,,
695162024607,Le Fonti,Chianti Classico Riserva,,Chianti,2000,,,,,,750ml
695162029015,Casanuova Delle Cerbaie, Brunello Di Montalcino,Sangiovese,Tuscany,1998,60.,,94,,"Brunello di Montalcino was the first Italian wine to be granted Denominazione di Origine Controlata e Garantita (D O C G) status by the Ministry of Agriculture. There are only 19 DOCG wines, a coveted status which limits fruit per hectare (eight tonnes), and at least 36 months of barrel aging and one year in the bottle.",750ml
695162030011,Azienda Agricola Caprili,Caprili Brunello di Montalcino,Red Wine,Tuscany,1997,60.00,,,,,750ml
695162041215,Villa Fiorita,Il Giorgione,Barbera d'Alba,Piedmont,2000,36.99,,,http://www.vinitywinecompany.com/Producers/Wines/Villa%20Fiorita%20Barbera.htm,"This wine is a superior quality Asti Barbera, aged 12 months in small French oak barrels and refined 12 months in bottle. Wine obtained from Barbera grapes growing in Villa Fiorita estate on southwest exposed areas where the soil is rich in limestone and clay. The harmony, class and structure of this wine are the outcome of hard and patient work in the vineyards, careful grape selection, and controlled temperature fermentation. The result of a generous harvest, this wine has been refined in new Troncais and Nevers French oak barrels. This elegant wine can be served now or stored for 10+ years.",750ml
695235000019,Thierry and Guy,Fat Bastard Chardonnary,Chardonnay,Languedoc-Roussillon,2000,8.99,,,,Purchased at Wine Discount Center Mar 2002,750ml
695235000040,Thierry and Guy,Fat Bastard Shiraz,Shiraz,Languedoc-Roussillon,1999,,,,,,
695235000521,Thierry and Guy,Wild Pig Chardonnay ,Chardonnay,Languedoc-Roussillon,2001,13,,,,,750ml
695235000620,Thierry and Guy,"Thierry and Guy, Fat Bastard Merlot",Merlot,Rustiques (France),2003,,,,,,750ml
695235000743,Thierry and Guy,Fat Bastard Cabernet Sauvignon,Cabernet Sauvignon,France,2007,13.29,,,,For my friend Steve Hallemann,750ml
695521121015,Pierre Ferrand,Cognac,,France,,23.99,,,,,
695521121114,Pierre Ferrand,Reserve,Cognac,France,,,,,,,750ml
695752000028,Lazy Bay,,Chenin Blanc,South Africa,2002,10.00,,,,,750ml
695801000405,Sileni Estates,Sileni Estate Selection,Merlot/Cabernet,New Zealand,2000,22,,****1/2 (5),,"The 2000 is a blend of Merlot (75%), Malbec (8%), Cabernet Franc (13%) and Cabernet Sauvignon (4%). Its rich, deep cassis, plum and spice flavours are seasoned with slightly sweet oak, with good density through the palate and complex, savoury, leathery touches emerging. Drink 2003+",750ml
